Date,Tees,Hole,Par,Score,Points,Hit Fairway,Tee Shot Result,Tee Shot Miss,Pin Location,GIR,Penalty,Scramble Save,# Putts,Fault,Notes
18/04/2026,White,11,4,7,0,FALSE,Lost Ball,Left,,FALSE,TRUE,FALSE,3,Long Game,Left off the tee - penalty
18/04/2026,White,12,3,3,2,FALSE,,,,FALSE,FALSE,TRUE,1,,
18/04/2026,White,13,5,6,2,TRUE,Fairway,,,FALSE,TRUE,FALSE,1,,2nd shot pulled left
18/04/2026,White,14,4,6,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,3,Club Choice,"Hit hybrid off the tee into the win, miles back. Should have hit driver"
18/04/2026,White,15,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,,Pulled Left
18/04/2026,White,16,4,3,3,FALSE,Rough,Long,,TRUE,FALSE,FALSE,1,,
18/04/2026,White,17,5,6,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,1,Approach,"Terrible 8i approach, pulled left into bunker"
18/04/2026,White,18,4,4,3,FALSE,Rough,Left,,TRUE,FALSE,FALSE,2,,
18/04/2026,White,1,4,7,0,TRUE,Fairway,,,FALSE,TRUE,FALSE,3,Putting,Pulled second shot left - penalty
18/04/2026,White,2,4,4,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
18/04/2026,White,3,3,3,2,FALSE,,,,TRUE,FALSE,FALSE,2,,
18/04/2026,White,4,4,4,2,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,Approach,Pulled tee and approach left
18/04/2026,White,5,3,6,0,FALSE,,,,FALSE,TRUE,FALSE,2,Long Game,Pulled tee shot miles left (twice)
18/04/2026,White,6,5,5,2,FALSE,Rough,Left,,TRUE,FALSE,FALSE,,Long Game,Pulled tee shot miles left
18/04/2026,White,7,5,5,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
18/04/2026,White,8,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,Miles left
18/04/2026,White,9,4,5,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,Miles left
23/04/2026,White,1,4,7,0,FALSE,Lost Ball,Left,,FALSE,TRUE,FALSE,2,Long Game,Miss left twice
23/04/2026,White,2,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,4i janky offthe tee
23/04/2026,White,3,3,3,2,FALSE,,,,TRUE,FALSE,FALSE,2,,
23/04/2026,White,4,4,5,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,5i left off the tee
23/04/2026,White,5,3,4,2,FALSE,,,,FALSE,FALSE,FALSE,2,,
23/04/2026,White,6,5,7,0,FALSE,Lost Ball,Left,,FALSE,TRUE,FALSE,3,Putting,Driver left off the tee
23/04/2026,White,7,5,5,2,FALSE,Rough,Left,,FALSE,FALSE,TRUE,2,,Left
23/04/2026,White,8,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,
23/04/2026,White,9,4,5,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,Left
23/04/2026,White,10,4,4,3,FALSE,Rough,Left,,TRUE,FALSE,FALSE,2,,
23/04/2026,White,11,4,7,0,FALSE,Rough,Left,,FALSE,FALSE,FALSE,3,Putting,Left and putting
23/04/2026,White,12,3,3,2,FALSE,,,,TRUE,FALSE,FALSE,2,,
23/04/2026,White,13,5,7,1,FALSE,Lost Ball,Left,,FALSE,TRUE,FALSE,2,Long Game,Left
23/04/2026,White,14,4,4,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
23/04/2026,White,15,3,4,1,FALSE,,,,TRUE,FALSE,FALSE,3,Putting,
23/04/2026,White,16,4,5,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,"Pulled approach left, still should have got up and down"
23/04/2026,White,17,5,7,1,FALSE,Lost Ball,Left,,FALSE,TRUE,FALSE,2,Long Game,"Almost made a second ball birdie, otherwise left"
23/04/2026,White,18,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,
25/04/2026,White,10,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Short Game,3i / 4i
25/04/2026,White,11,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Putting,SHould have made par
25/04/2026,White,12,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,Approach,"Pulled left, impossible chip"
25/04/2026,White,13,5,,0,FALSE,Lost Ball,Right,,FALSE,TRUE,FALSE,,Long Game,Super steep on two 3 irons - OB right
25/04/2026,White,14,4,5,2,FALSE,Rough,Left,,TRUE,FALSE,FALSE,3,Putting,
25/04/2026,White,15,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,Long Game,"Pulled 3i left, impossible chip"
25/04/2026,White,16,4,5,1,FALSE,Bunker,Long,,FALSE,FALSE,FALSE,2,Approach,"Driver into the bunker, 9i short right. impossible chip"
25/04/2026,White,17,5,6,2,FALSE,Rough,Left,,TRUE,FALSE,FALSE,3,Putting,
25/04/2026,White,18,4,5,2,FALSE,Rough,Right,,TRUE,FALSE,FALSE,3,Putting,
25/04/2026,White,1,4,6,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,"3i left off tee, 4i right for approach, rangefinder gave me the wrong distance"
25/04/2026,White,2,4,0,0,FALSE,Lost Ball,Left,,FALSE,TRUE,FALSE,,Long Game,"Left off the tee, unplayable drop, shank OB right."
25/04/2026,White,3,3,3,2,FALSE,,,,FALSE,FALSE,TRUE,1,,
25/04/2026,White,4,4,5,1,TRUE,Fairway,,,TRUE,FALSE,FALSE,3,Putting,
25/04/2026,White,5,3,4,2,FALSE,,,,FALSE,FALSE,FALSE,2,Putting,"Pulled 7i left, still should have got up and down - poor putt"
25/04/2026,White,6,5,6,1,FALSE,Rough,Left,,TRUE,FALSE,FALSE,3,Putting,"Driver massively left, good hyrbid, left wedge"
25/04/2026,White,7,5,7,0,FALSE,Rough,Left,,FALSE,FALSE,FALSE,3,Short Game,Terrible chip left too much to do
25/04/2026,White,8,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,Driver left
25/04/2026,White,9,4,5,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,"Went at the pin, shouldnt have and pushed right."
02/05/2026,White,10,4,4,3,TRUE,Fairway,,,FALSE,FALSE,TRUE,1,,
02/05/2026,White,11,4,4,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
02/05/2026,White,12,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,,
02/05/2026,White,13,5,6,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,"Good approach, just left and hopped in the bunker"
02/05/2026,White,14,4,4,3,TRUE,Fairway,,,FALSE,FALSE,TRUE,1,,
02/05/2026,White,15,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,Long Game,3i cut right
02/05/2026,White,16,4,5,1,FALSE,Rough,Right,,TRUE,FALSE,FALSE,3,,
02/05/2026,White,17,5,6,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,5i into the green left it hanging into bunker right
02/05/2026,White,18,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,,
02/05/2026,White,1,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,,
02/05/2026,White,2,4,6,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,3,Short Game,"Terrible chip, worse 3 putt"
02/05/2026,White,3,3,4,1,FALSE,,,,TRUE,FALSE,FALSE,3,Putting,
02/05/2026,White,4,4,6,0,TRUE,Fairway,,,TRUE,FALSE,FALSE,4,Putting,
02/05/2026,White,5,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,Approach,"Good 6i, just pushed it right"
02/05/2026,White,6,5,6,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,"Driver left again, poor 3i into the bunker"
02/05/2026,White,7,5,5,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
02/05/2026,White,8,4,6,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,3,Approach,
02/05/2026,White,9,4,5,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Putting,
09/05/2026,White,10,4,5,2,FALSE,Rough,Right,,FALSE,FALSE,FALSE,2,Long Game,Steep and fast
09/05/2026,White,11,4,6,1,FALSE,Rough,Right,,FALSE,FALSE,FALSE,2,Long Game,Steep and fast
09/05/2026,White,12,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,,
09/05/2026,White,13,5,5,3,TRUE,Fairway,,,FALSE,FALSE,TRUE,1,,
09/05/2026,White,14,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Short Game,"Decent approach, chip was big"
09/05/2026,White,15,3,5,0,FALSE,,,,FALSE,TRUE,FALSE,1,Long Game,Steep and fast
09/05/2026,White,16,4,4,2,FALSE,Rough,Long,,FALSE,FALSE,TRUE,1,,
09/05/2026,White,17,5,6,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,3,Putting,
09/05/2026,White,18,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,"great drive, terrible 9i"
09/05/2026,White,1,4,5,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,3,Putting,Aggressive
09/05/2026,White,2,4,4,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
09/05/2026,White,3,3,0,0,FALSE,,,,FALSE,TRUE,FALSE,,Mental,"Lost my head, bad tee shot and then flew the green with a simple pitch"
09/05/2026,White,4,4,5,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,Poor 8i and just couldnt get up and down
09/05/2026,White,5,3,3,3,FALSE,,,,TRUE,FALSE,FALSE,2,,
09/05/2026,White,6,5,5,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
09/05/2026,White,7,5,5,2,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,Long game,Terrible tee shot. Great up and down
09/05/2026,White,8,4,4,3,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,Long game,Terrible tee shot. Great up and down
09/05/2026,White,9,4,4,2,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,,
16/05/2026,White,10,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,Tee miss left
16/05/2026,White,11,4,6,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,3,Putting,"Unlucky approach in the cuff of the bunker, left long putt across the green"
16/05/2026,White,12,3,6,0,FALSE,,,,FALSE,FALSE,FALSE,,Long Game,Weird tee shot right miss - probably steep
16/05/2026,White,13,5,7,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Short Game,tried to putt off the green and messed it up
16/05/2026,White,14,4,6,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Short Game,"Weird hole - probably a mental error. Tee left, approach left, bunker shot just too aggressive left too much to do"
16/05/2026,White,15,3,5,0,FALSE,,,,FALSE,FALSE,FALSE,3,Putting,Bad tee shot and not a great pitch but still a poor 3 putt
16/05/2026,White,16,4,4,2,FALSE,Rough,Long,,TRUE,FALSE,FALSE,2,,
16/05/2026,White,17,5,4,4,TRUE,Fairway,,,TRUE,FALSE,FALSE,1,,
16/05/2026,White,18,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,,
16/05/2026,White,1,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,Hybrid well left off the tee
16/05/2026,White,2,4,6,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,3,Putting,Great tee shot and approach looked good but wind hit and short. Bad 3 putt
16/05/2026,White,3,3,3,2,FALSE,,,,TRUE,FALSE,FALSE,2,,
16/05/2026,White,4,4,3,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,1,,
16/05/2026,White,5,3,3,3,FALSE,,,,TRUE,FALSE,FALSE,2,,
16/05/2026,White,6,5,4,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
16/05/2026,White,7,5,5,2,TRUE,Fairway,,,FALSE,FALSE,TRUE,1,,
16/05/2026,White,8,4,5,2,FALSE,Rough,Right,,FALSE,FALSE,FALSE,2,Long Game,"Tee right, Approach right - short sided myself"
16/05/2026,White,9,4,5,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Approach,Two bad swings back to back. Decent chip that just ran out and couldnt make the putt
23/05/2026,White,10,4,3,4,TRUE,Fairway,,,TRUE,FALSE,FALSE,1,,
23/05/2026,White,11,4,6,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,Decent 4i into the green just drawing too much.  
23/05/2026,White,12,3,4,1,FALSE,,,,TRUE,FALSE,FALSE,3,Putting,Poor lag putt
23/05/2026,White,13,5,6,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,Didnt commit to wedge in
23/05/2026,White,14,4,4,3,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,,
23/05/2026,White,15,3,4,1,FALSE,,,,TRUE,FALSE,FALSE,3,Putting,Poor lag putt
23/05/2026,White,16,4,4,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
23/05/2026,White,17,5,5,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
23/05/2026,White,18,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,Pulled driver left but really bad 5i in - didnt commit to it
23/05/2026,White,1,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,Pulled 4i left into the trees and got really lucky with a bounce 
23/05/2026,White,2,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,"Terrible hybrid bottom of the hill left, beautiful 4i just short."
23/05/2026,White,3,3,3,2,FALSE,,,,FALSE,FALSE,TRUE,1,,
23/05/2026,White,4,4,4,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
23/05/2026,White,5,3,4,2,FALSE,,,,TRUE,FALSE,FALSE,3,Putting,wasted it with poor putting
23/05/2026,White,6,5,5,2,FALSE,Rough,Left,,TRUE,FALSE,FALSE,2,,
23/05/2026,White,7,5,6,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Long Game,Great driver and a terrible hybrid into the bunker
23/05/2026,White,8,4,4,3,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,Long Game,Great 5i out of the hazard
23/05/2026,White,9,4,4,2,FALSE,Rough,Left,,TRUE,FALSE,FALSE,2,Long Game,Hybrid again left.
30/05/2026,White,10,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,,
30/05/2026,White,11,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,,
30/05/2026,White,12,3,3,2,FALSE,,,,TRUE,FALSE,FALSE,2,,
30/05/2026,White,13,5,5,3,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
30/05/2026,White,14,4,0,,FALSE,Rough,Left,,FALSE,FALSE,FALSE,,Long Game,"Poor drive, poor 6i. Overthinking scared of left."
30/05/2026,White,15,3,4,1,FALSE,,,,FALSE,FALSE,FALSE,2,Long Game,Poor 3i - overthinking it
30/05/2026,White,16,4,4,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,
30/05/2026,White,17,5,0,,FALSE,Rough,Left,,FALSE,FALSE,FALSE,,Long Game,Terrible 3i tee shots. Just rushing
30/05/2026,White,18,4,5,2,FALSE,Rough,Left,,FALSE,FALSE,FALSE,2,Long Game,
30/05/2026,White,1,4,5,2,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,,
30/05/2026,White,2,4,4,3,FALSE,Rough,Left,,TRUE,FALSE,FALSE,2,,
30/05/2026,White,3,3,3,2,FALSE,,,,FALSE,FALSE,TRUE,1,,
30/05/2026,White,4,4,5,1,TRUE,Fairway,,,FALSE,FALSE,FALSE,2,Approach,Left left left
30/05/2026,White,5,3,4,2,FALSE,,,,TRUE,FALSE,FALSE,3,,
30/05/2026,White,6,5,5,2,TRUE,Fairway,,,TRUE,FALSE,FALSE,2,,Should have been birdie
30/05/2026,White,7,5,0,,FALSE,Rough,Left,,FALSE,FALSE,FALSE,,Long Game,Funniest tee shot ever. get your weight forward you muppet
30/05/2026,White,8,4,4,3,FALSE,Rough,Left,,FALSE,FALSE,TRUE,1,,
30/05/2026,White,9,4,5,1,FALSE,Rough,Left,,FALSE,FALSE,FALSE,1,Long Game,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
,,,,,,FALSE,,,,FALSE,FALSE,TRUE,,,
